Time - Stamp,IP Address,API-Endpoint,System Details,Parsed Timestamp,Method,Endpoint,Status Code,Browser,Operating System
[23/Mar/2025:01:23:31 +0200],127.0.0.2,OPTIONS /get_all_email_configuration 403 Forbidden,UNKNOWN (Ubuntu 20.04),2025-03-23 01:23:31,OPTIONS,/get_all_email_configuration,403,UNKNOWN,Ubuntu 20.04
[23/Mar/2025:01:23:35 +0530],127.0.0.2,GET /update_email_configuration 200 OK,Mozilla/52.9 (UNKNOWN),2025-03-23 01:23:35,GET,/update_email_configuration,200,Mozilla/52.9,UNKNOWN
[23/Mar/2025:01:23:48 +0530],127.0.0.1,POST /get_email_configuration 200 OK,UNKNOWN (UNKNOWN),2025-03-23 01:23:48,POST,/get_email_configuration,200,UNKNOWN,UNKNOWN
[23/Mar/2025:01:24:14 +0530],127.0.0.4,GET /enable_poller 502 Bad Gateway,UNKNOWN (UNKNOWN),2025-03-23 01:24:14,GET,/enable_poller,502,UNKNOWN,UNKNOWN
[23/Mar/2025:01:24:18 -0500],127.0.0.3,OPTIONS /email_configuration/audit/get_all 401 Unauthorized,Chrome/22.0 (Ubuntu 22.04),2025-03-23 01:24:18,OPTIONS,/email_configuration/audit/get_all,401,Chrome/22.0,Ubuntu 22.04
[23/Mar/2025:01:24:44 +0530],127.0.0.5,OPTIONS /email_configuration/audit/get_all 202 OK,UNKNOWN (Mac OS Sequoia),2025-03-23 01:24:44,OPTIONS,/email_configuration/audit/get_all,202,UNKNOWN,Mac OS Sequoia
[23/Mar/2025:01:24:45 -0500],127.0.0.3,PUT /disable_poller 200 OK,UNKNOWN (Mac OS Ventura),2025-03-23 01:24:45,PUT,/disable_poller,200,UNKNOWN,Mac OS Ventura
[23/Mar/2025:01:25:07 -0700],127.0.0.5,GET /create_email_configuration 400 Bad Request,UNKNOWN (Linux Kernel 5.15),2025-03-23 01:25:07,GET,/create_email_configuration,400,UNKNOWN,Linux Kernel 5.15
[23/Mar/2025:01:25:37 -0500],127.0.0.5,PUT /get_all_email_configuration 202 OK,UNKNOWN (Windows 7),2025-03-23 01:25:37,PUT,/get_all_email_configuration,202,UNKNOWN,Windows 7
[23/Mar/2025:01:28:15 -0500],127.0.0.2,OPTIONS /get_email_configuration 200 OK,Chrome/2.1 (Mac OS Sequoia),2025-03-23 01:28:15,OPTIONS,/get_email_configuration,200,Chrome/2.1,Mac OS Sequoia
[23/Mar/2025:01:30:41 -0700],127.0.0.2,OPTIONS /create_email_configuration 300 Redirect,Safari/2.2.4 (Ubuntu 20.04),2025-03-23 01:30:41,OPTIONS,/create_email_configuration,300,Safari/2.2.4,Ubuntu 20.04
[23/Mar/2025:01:30:43 -0500],127.0.0.3,PUT /email_configuration/audit/get_all 300 Redirect,Mozilla/5.0 (Windows XP),2025-03-23 01:30:43,PUT,/email_configuration/audit/get_all,300,Mozilla/5.0,Windows XP
[23/Mar/2025:01:33:26 -0700],127.0.0.1,PUT /update_email_configuration 202 OK,UNKNOWN (Linux Kernel 6.0),2025-03-23 01:33:26,PUT,/update_email_configuration,202,UNKNOWN,Linux Kernel 6.0
[23/Mar/2025:01:34:11 +0200],127.0.0.4,POST /email_configuration/unseen/get 401 Unauthorized,Mozilla/39.0 (UNKNOWN),2025-03-23 01:34:11,POST,/email_configuration/unseen/get,401,Mozilla/39.0,UNKNOWN
[23/Mar/2025:01:36:56 -0700],127.0.0.3,GET /email_configuration/unseen/get 500 Internal Server Error,Chrome/3.0 (Ubuntu 20.04),2025-03-23 01:36:56,GET,/email_configuration/unseen/get,500,Chrome/3.0,Ubuntu 20.04
[23/Mar/2025:01:39:30 +0200],127.0.0.2,POST /email_configuration/audit/get_all 403 Forbidden,Mozilla/25.3 (Windows 11),2025-03-23 01:39:30,POST,/email_configuration/audit/get_all,403,Mozilla/25.3,Windows 11
[23/Mar/2025:01:43:31 +0000],127.0.0.5,GET /enable_poller 500 Internal Server Error,Safari/2.2.4 (Ubuntu 22.04),2025-03-23 01:43:31,GET,/enable_poller,500,Safari/2.2.4,Ubuntu 22.04
[23/Mar/2025:01:44:50 +0530],127.0.0.3,GET /email_configuration/test 500 Internal Server Error,Mozilla/5.0 (UNKNOWN),2025-03-23 01:44:50,GET,/email_configuration/test,500,Mozilla/5.0,UNKNOWN
[23/Mar/2025:01:49:41 -0700],127.0.0.3,PUT /email_configuration/audit/get_all 202 OK,UNKNOWN (Mac OS Sequoia),2025-03-23 01:49:41,PUT,/email_configuration/audit/get_all,202,UNKNOWN,Mac OS Sequoia
[23/Mar/2025:01:51:11 -0700],127.0.0.2,POST /get_all_email_configuration 500 Internal Server Error,Mozilla/52.9 (Mac OS Sequoia),2025-03-23 01:51:11,POST,/get_all_email_configuration,500,Mozilla/52.9,Mac OS Sequoia
[23/Mar/2025:01:56:34 +0530],127.0.0.3,OPTIONS /email_configuration/unseen/get 200 OK,Safari/2.2.4 (Windows 7),2025-03-23 01:56:34,OPTIONS,/email_configuration/unseen/get,200,Safari/2.2.4,Windows 7
[23/Mar/2025:01:59:17 +0200],127.0.0.2,GET /get_email_configuration 400 Bad Request,UNKNOWN (Ubuntu 20.04),2025-03-23 01:59:17,GET,/get_email_configuration,400,UNKNOWN,Ubuntu 20.04
[23/Mar/2025:02:03:41 -0500],127.0.0.1,PUT /email_configuration/audit/get_all 500 Internal Server Error,Chrome/3.0 (Mac OS Sequoia),2025-03-23 02:03:41,PUT,/email_configuration/audit/get_all,500,Chrome/3.0,Mac OS Sequoia
[23/Mar/2025:02:03:47 +0200],127.0.0.2,POST /email_configuration/audit/get_all 300 Redirect,UNKNOWN (Linux Kernel 6.0),2025-03-23 02:03:47,POST,/email_configuration/audit/get_all,300,UNKNOWN,Linux Kernel 6.0
[23/Mar/2025:02:07:27 +0200],127.0.0.1,POST /create_email_configuration 202 OK,Mozilla/5.0 (Ubuntu 20.04),2025-03-23 02:07:27,POST,/create_email_configuration,202,Mozilla/5.0,Ubuntu 20.04
[23/Mar/2025:02:08:10 +0530],127.0.0.3,PUT /email_configuration/unseen/get 400 Bad Request,Mozilla/5.0 (UNKNOWN),2025-03-23 02:08:10,PUT,/email_configuration/unseen/get,400,Mozilla/5.0,UNKNOWN
[23/Mar/2025:02:08:49 +0200],127.0.0.5,POST /email_configuration/audit/get_all 401 Unauthorized,Safari/2.2.4 (Linux Kernel 6.0),2025-03-23 02:08:49,POST,/email_configuration/audit/get_all,401,Safari/2.2.4,Linux Kernel 6.0
[23/Mar/2025:02:12:13 +0000],127.0.0.4,GET /email_configuration/unseen/get 300 Redirect,Chrome/3.0 (Ubuntu 20.04),2025-03-23 02:12:13,GET,/email_configuration/unseen/get,300,Chrome/3.0,Ubuntu 20.04
[23/Mar/2025:02:16:34 +0200],127.0.0.2,GET /update_email_configuration 400 Bad Request,Safari/2.2.4 (Linux Kernel 6.0),2025-03-23 02:16:34,GET,/update_email_configuration,400,Safari/2.2.4,Linux Kernel 6.0
[23/Mar/2025:02:20:19 -0500],127.0.0.4,PUT /update_email_configuration 300 Redirect,UNKNOWN (UNKNOWN),2025-03-23 02:20:19,PUT,/update_email_configuration,300,UNKNOWN,UNKNOWN
[23/Mar/2025:02:20:52 +0530],127.0.0.5,POST /get_email_configuration 502 Bad Gateway,Safari/2.2.4 (Ubuntu 20.04),2025-03-23 02:20:52,POST,/get_email_configuration,502,Safari/2.2.4,Ubuntu 20.04
[23/Mar/2025:02:27:23 +0530],127.0.0.1,PUT /update_email_configuration 202 OK,Safari/2.2.4 (Linux Kernel 6.0),2025-03-23 02:27:23,PUT,/update_email_configuration,202,Safari/2.2.4,Linux Kernel 6.0
[23/Mar/2025:02:28:48 -0700],127.0.0.1,PUT /enable_poller 403 Forbidden,UNKNOWN (Windows 7),2025-03-23 02:28:48,PUT,/enable_poller,403,UNKNOWN,Windows 7
[23/Mar/2025:02:32:42 -0500],127.0.0.2,GET /get_email_configuration 401 Unauthorized,Chrome/117.2 (Windows XP),2025-03-23 02:32:42,GET,/get_email_configuration,401,Chrome/117.2,Windows XP
[23/Mar/2025:02:39:02 -0500],127.0.0.3,OPTIONS /enable_poller 403 Forbidden,Chrome/103.0 (Mac OS Ventura),2025-03-23 02:39:02,OPTIONS,/enable_poller,403,Chrome/103.0,Mac OS Ventura
[23/Mar/2025:02:40:43 -0700],127.0.0.4,GET /email_configuration/test 500 Internal Server Error,Chrome/67.1 (Linux Kernel 5.15),2025-03-23 02:40:43,GET,/email_configuration/test,500,Chrome/67.1,Linux Kernel 5.15
[23/Mar/2025:02:46:01 -0700],127.0.0.1,POST /enable_poller 200 OK,Mozilla/39.0 (UNKNOWN),2025-03-23 02:46:01,POST,/enable_poller,200,Mozilla/39.0,UNKNOWN
[23/Mar/2025:02:52:27 -0700],127.0.0.4,PUT /email_configuration/unseen/get 500 Internal Server Error,UNKNOWN (Windows XP),2025-03-23 02:52:27,PUT,/email_configuration/unseen/get,500,UNKNOWN,Windows XP
[23/Mar/2025:02:57:04 -0500],127.0.0.4,POST /get_all_email_configuration 202 OK,Mozilla/39.0 (Linux Kernel 5.15),2025-03-23 02:57:04,POST,/get_all_email_configuration,202,Mozilla/39.0,Linux Kernel 5.15
[23/Mar/2025:03:01:39 -0500],127.0.0.3,PUT /get_email_configuration 200 OK,Chrome/4.2 (UNKNOWN),2025-03-23 03:01:39,PUT,/get_email_configuration,200,Chrome/4.2,UNKNOWN
[23/Mar/2025:03:08:08 -0700],127.0.0.1,PUT /email_configuration/unseen/get 202 OK,Safari/2.2.4 (Linux Kernel 5.15),2025-03-23 03:08:08,PUT,/email_configuration/unseen/get,202,Safari/2.2.4,Linux Kernel 5.15
[23/Mar/2025:03:13:41 +0530],127.0.0.2,OPTIONS /disable_poller 500 Internal Server Error,Mozilla/5.0 (Linux Kernel 5.15),2025-03-23 03:13:41,OPTIONS,/disable_poller,500,Mozilla/5.0,Linux Kernel 5.15
[23/Mar/2025:03:19:43 +0530],127.0.0.2,GET /email_configuration/audit/get_all 401 Unauthorized,UNKNOWN (Ubuntu 20.04),2025-03-23 03:19:43,GET,/email_configuration/audit/get_all,401,UNKNOWN,Ubuntu 20.04
[23/Mar/2025:03:20:07 -0500],127.0.0.2,OPTIONS /get_email_configuration 202 OK,UNKNOWN (Linux Kernel 6.0),2025-03-23 03:20:07,OPTIONS,/get_email_configuration,202,UNKNOWN,Linux Kernel 6.0
[23/Mar/2025:03:26:04 +0530],127.0.0.2,OPTIONS /email_configuration/test 401 Unauthorized,Chrome/2.1 (Mac OS Ventura),2025-03-23 03:26:04,OPTIONS,/email_configuration/test,401,Chrome/2.1,Mac OS Ventura
[23/Mar/2025:03:30:39 -0500],127.0.0.1,GET /get_all_email_configuration 403 Forbidden,Safari/2.2.4 (Windows 10),2025-03-23 03:30:39,GET,/get_all_email_configuration,403,Safari/2.2.4,Windows 10
[23/Mar/2025:03:31:54 -0700],127.0.0.3,GET /update_email_configuration 300 Redirect,Mozilla/5.0 (Linux Kernel 5.15),2025-03-23 03:31:54,GET,/update_email_configuration,300,Mozilla/5.0,Linux Kernel 5.15
[23/Mar/2025:03:38:32 -0500],127.0.0.4,GET /disable_poller 502 Bad Gateway,Safari/2.2.4 (Windows 7),2025-03-23 03:38:32,GET,/disable_poller,502,Safari/2.2.4,Windows 7
[23/Mar/2025:03:44:08 -0500],127.0.0.2,GET /get_all_email_configuration 404 Not Found,Safari/2.2.4 (Ubuntu 20.04),2025-03-23 03:44:08,GET,/get_all_email_configuration,404,Safari/2.2.4,Ubuntu 20.04
[23/Mar/2025:03:47:17 -0500],127.0.0.4,OPTIONS /create_email_configuration 404 Not Found,Chrome/22.0 (Ubuntu 20.04),2025-03-23 03:47:17,OPTIONS,/create_email_configuration,404,Chrome/22.0,Ubuntu 20.04
[23/Mar/2025:03:50:38 +0000],127.0.0.4,POST /disable_poller 403 Forbidden,Chrome/96.5 (Linux Kernel 5.15),2025-03-23 03:50:38,POST,/disable_poller,403,Chrome/96.5,Linux Kernel 5.15
[23/Mar/2025:03:53:44 +0000],127.0.0.1,OPTIONS /disable_poller 401 Unauthorized,Chrome/22.0 (UNKNOWN),2025-03-23 03:53:44,OPTIONS,/disable_poller,401,Chrome/22.0,UNKNOWN
[23/Mar/2025:03:59:33 +0000],127.0.0.1,GET /get_all_email_configuration 202 OK,UNKNOWN (Windows 10),2025-03-23 03:59:33,GET,/get_all_email_configuration,202,UNKNOWN,Windows 10
[23/Mar/2025:04:03:36 +0530],127.0.0.1,POST /email_configuration/unseen/get 202 OK,Chrome/5.1 (Ubuntu 20.04),2025-03-23 04:03:36,POST,/email_configuration/unseen/get,202,Chrome/5.1,Ubuntu 20.04
[23/Mar/2025:04:09:01 -0700],127.0.0.5,PUT /get_email_configuration 500 Internal Server Error,Chrome/103.0 (Mac OS Ventura),2025-03-23 04:09:01,PUT,/get_email_configuration,500,Chrome/103.0,Mac OS Ventura
[23/Mar/2025:04:11:43 +0200],127.0.0.2,POST /get_all_email_configuration 300 Redirect,UNKNOWN (Linux Kernel 6.0),2025-03-23 04:11:43,POST,/get_all_email_configuration,300,UNKNOWN,Linux Kernel 6.0
[23/Mar/2025:04:12:09 +0530],127.0.0.2,GET /email_configuration/test 404 Not Found,Safari/2.2.4 (Windows 11),2025-03-23 04:12:09,GET,/email_configuration/test,404,Safari/2.2.4,Windows 11
[23/Mar/2025:04:15:04 -0500],127.0.0.4,POST /email_configuration/test 300 Redirect,UNKNOWN (Linux Kernel 5.15),2025-03-23 04:15:04,POST,/email_configuration/test,300,UNKNOWN,Linux Kernel 5.15
[23/Mar/2025:04:16:50 +0000],127.0.0.1,PUT /email_configuration/audit/get_all 500 Internal Server Error,UNKNOWN (Ubuntu 22.04),2025-03-23 04:16:50,PUT,/email_configuration/audit/get_all,500,UNKNOWN,Ubuntu 22.04
[23/Mar/2025:04:19:02 +0000],127.0.0.2,POST /disable_poller 300 Redirect,Mozilla/52.9 (Mac OS Ventura),2025-03-23 04:19:02,POST,/disable_poller,300,Mozilla/52.9,Mac OS Ventura
[23/Mar/2025:04:22:06 -0500],127.0.0.2,GET /disable_poller 401 Unauthorized,UNKNOWN (Windows 7),2025-03-23 04:22:06,GET,/disable_poller,401,UNKNOWN,Windows 7
[23/Mar/2025:04:27:19 +0200],127.0.0.4,POST /email_configuration/unseen/get 200 OK,Safari/2.2.4 (Ubuntu 20.04),2025-03-23 04:27:19,POST,/email_configuration/unseen/get,200,Safari/2.2.4,Ubuntu 20.04
[23/Mar/2025:04:30:05 -0700],127.0.0.1,OPTIONS /disable_poller 202 OK,Chrome/3.0 (Mac OS Sequoia),2025-03-23 04:30:05,OPTIONS,/disable_poller,202,Chrome/3.0,Mac OS Sequoia
[23/Mar/2025:04:36:10 +0530],127.0.0.4,GET /update_email_configuration 401 Unauthorized,Mozilla/25.3 (UNKNOWN),2025-03-23 04:36:10,GET,/update_email_configuration,401,Mozilla/25.3,UNKNOWN
[23/Mar/2025:04:39:36 -0700],127.0.0.2,GET /create_email_configuration 502 Bad Gateway,Mozilla/39.0 (Windows 11),2025-03-23 04:39:36,GET,/create_email_configuration,502,Mozilla/39.0,Windows 11
[23/Mar/2025:04:41:12 -0500],127.0.0.5,OPTIONS /enable_poller 300 Redirect,UNKNOWN (Linux Kernel 6.0),2025-03-23 04:41:12,OPTIONS,/enable_poller,300,UNKNOWN,Linux Kernel 6.0
[23/Mar/2025:04:41:18 +0200],127.0.0.5,GET /email_configuration/test 401 Unauthorized,Safari/2.2.4 (Linux Kernel 6.0),2025-03-23 04:41:18,GET,/email_configuration/test,401,Safari/2.2.4,Linux Kernel 6.0
[23/Mar/2025:04:44:44 +0200],127.0.0.5,GET /get_email_configuration 404 Not Found,Chrome/67.1 (Mac OS Ventura),2025-03-23 04:44:44,GET,/get_email_configuration,404,Chrome/67.1,Mac OS Ventura
[23/Mar/2025:04:47:30 -0500],127.0.0.5,GET /get_all_email_configuration 500 Internal Server Error,Chrome/45.3 (Mac OS Ventura),2025-03-23 04:47:30,GET,/get_all_email_configuration,500,Chrome/45.3,Mac OS Ventura
[23/Mar/2025:04:47:32 +0000],127.0.0.1,PUT /create_email_configuration 403 Forbidden,UNKNOWN (Windows XP),2025-03-23 04:47:32,PUT,/create_email_configuration,403,UNKNOWN,Windows XP
[23/Mar/2025:04:53:58 -0500],127.0.0.4,GET /get_all_email_configuration 202 OK,Mozilla/12.0 (Windows 7),2025-03-23 04:53:58,GET,/get_all_email_configuration,202,Mozilla/12.0,Windows 7
[23/Mar/2025:04:55:52 +0530],127.0.0.1,OPTIONS /email_configuration/test 403 Forbidden,UNKNOWN (UNKNOWN),2025-03-23 04:55:52,OPTIONS,/email_configuration/test,403,UNKNOWN,UNKNOWN
[23/Mar/2025:04:59:56 +0200],127.0.0.3,GET /email_configuration/audit/get_all 400 Bad Request,Chrome/2.1 (UNKNOWN),2025-03-23 04:59:56,GET,/email_configuration/audit/get_all,400,Chrome/2.1,UNKNOWN
[23/Mar/2025:05:04:22 +0000],127.0.0.1,PUT /email_configuration/audit/get_all 200 OK,Mozilla/25.3 (Windows 11),2025-03-23 05:04:22,PUT,/email_configuration/audit/get_all,200,Mozilla/25.3,Windows 11
[23/Mar/2025:05:10:17 +0200],127.0.0.1,OPTIONS /email_configuration/unseen/get 403 Forbidden,UNKNOWN (Linux Kernel 6.0),2025-03-23 05:10:17,OPTIONS,/email_configuration/unseen/get,403,UNKNOWN,Linux Kernel 6.0
[23/Mar/2025:05:13:05 -0500],127.0.0.1,POST /disable_poller 500 Internal Server Error,Safari/2.2.4 (UNKNOWN),2025-03-23 05:13:05,POST,/disable_poller,500,Safari/2.2.4,UNKNOWN
[23/Mar/2025:05:17:47 -0700],127.0.0.2,POST /create_email_configuration 202 OK,UNKNOWN (Windows 11),2025-03-23 05:17:47,POST,/create_email_configuration,202,UNKNOWN,Windows 11
[23/Mar/2025:05:20:27 -0700],127.0.0.2,PUT /create_email_configuration 400 Bad Request,Safari/2.2.4 (Mac OS Ventura),2025-03-23 05:20:27,PUT,/create_email_configuration,400,Safari/2.2.4,Mac OS Ventura
[23/Mar/2025:05:21:19 -0500],127.0.0.3,GET /disable_poller 300 Redirect,Safari/2.2.4 (UNKNOWN),2025-03-23 05:21:19,GET,/disable_poller,300,Safari/2.2.4,UNKNOWN
[23/Mar/2025:05:26:54 -0500],127.0.0.4,OPTIONS /email_configuration/test 400 Bad Request,Mozilla/5.0 (Windows 7),2025-03-23 05:26:54,OPTIONS,/email_configuration/test,400,Mozilla/5.0,Windows 7
[23/Mar/2025:05:27:16 +0530],127.0.0.5,GET /disable_poller 403 Forbidden,Chrome/103.0 (Mac OS Ventura),2025-03-23 05:27:16,GET,/disable_poller,403,Chrome/103.0,Mac OS Ventura
[23/Mar/2025:05:32:48 -0500],127.0.0.5,POST /email_configuration/unseen/get 401 Unauthorized,Safari/2.2.4 (UNKNOWN),2025-03-23 05:32:48,POST,/email_configuration/unseen/get,401,Safari/2.2.4,UNKNOWN
[23/Mar/2025:05:39:22 +0200],127.0.0.1,POST /email_configuration/test 300 Redirect,Chrome/88.0 (Windows 11),2025-03-23 05:39:22,POST,/email_configuration/test,300,Chrome/88.0,Windows 11
[23/Mar/2025:05:45:26 +0200],127.0.0.1,PUT /create_email_configuration 202 OK,Chrome/96.5 (Mac OS Sequoia),2025-03-23 05:45:26,PUT,/create_email_configuration,202,Chrome/96.5,Mac OS Sequoia
[23/Mar/2025:05:50:30 +0200],127.0.0.5,OPTIONS /disable_poller 400 Bad Request,Mozilla/5.0 (Windows 7),2025-03-23 05:50:30,OPTIONS,/disable_poller,400,Mozilla/5.0,Windows 7
[23/Mar/2025:05:52:52 +0000],127.0.0.1,POST /enable_poller 502 Bad Gateway,Chrome/96.5 (Ubuntu 22.04),2025-03-23 05:52:52,POST,/enable_poller,502,Chrome/96.5,Ubuntu 22.04
[23/Mar/2025:05:56:49 +0200],127.0.0.1,POST /email_configuration/audit/get_all 400 Bad Request,Chrome/4.2 (Windows 7),2025-03-23 05:56:49,POST,/email_configuration/audit/get_all,400,Chrome/4.2,Windows 7
[23/Mar/2025:06:01:12 +0200],127.0.0.3,GET /update_email_configuration 400 Bad Request,Safari/2.2.4 (Linux Kernel 6.0),2025-03-23 06:01:12,GET,/update_email_configuration,400,Safari/2.2.4,Linux Kernel 6.0
[23/Mar/2025:06:07:35 +0000],127.0.0.2,PUT /disable_poller 403 Forbidden,Mozilla/5.0 (Windows 10),2025-03-23 06:07:35,PUT,/disable_poller,403,Mozilla/5.0,Windows 10
[23/Mar/2025:06:10:28 +0530],127.0.0.3,PUT /email_configuration/test 400 Bad Request,Chrome/22.0 (Windows 11),2025-03-23 06:10:28,PUT,/email_configuration/test,400,Chrome/22.0,Windows 11
[23/Mar/2025:06:12:53 +0000],127.0.0.5,OPTIONS /enable_poller 202 OK,UNKNOWN (Windows 11),2025-03-23 06:12:53,OPTIONS,/enable_poller,202,UNKNOWN,Windows 11
[23/Mar/2025:06:14:28 -0500],127.0.0.3,POST /disable_poller 202 OK,Safari/2.2.4 (UNKNOWN),2025-03-23 06:14:28,POST,/disable_poller,202,Safari/2.2.4,UNKNOWN
[23/Mar/2025:06:15:25 +0000],127.0.0.3,OPTIONS /get_email_configuration 401 Unauthorized,UNKNOWN (Mac OS Ventura),2025-03-23 06:15:25,OPTIONS,/get_email_configuration,401,UNKNOWN,Mac OS Ventura
[23/Mar/2025:06:17:44 +0000],127.0.0.4,PUT /enable_poller 403 Forbidden,Safari/2.2.4 (Mac OS Ventura),2025-03-23 06:17:44,PUT,/enable_poller,403,Safari/2.2.4,Mac OS Ventura
[23/Mar/2025:06:21:44 +0200],127.0.0.5,OPTIONS /create_email_configuration 400 Bad Request,Mozilla/5.0 (Linux Kernel 6.0),2025-03-23 06:21:44,OPTIONS,/create_email_configuration,400,Mozilla/5.0,Linux Kernel 6.0
[23/Mar/2025:06:24:43 -0700],127.0.0.4,PUT /create_email_configuration 300 Redirect,Chrome/103.0 (UNKNOWN),2025-03-23 06:24:43,PUT,/create_email_configuration,300,Chrome/103.0,UNKNOWN
[23/Mar/2025:06:28:54 -0500],127.0.0.5,GET /disable_poller 400 Bad Request,UNKNOWN (Linux Kernel 5.15),2025-03-23 06:28:54,GET,/disable_poller,400,UNKNOWN,Linux Kernel 5.15
[23/Mar/2025:06:31:07 -0500],127.0.0.1,GET /email_configuration/audit/get_all 500 Internal Server Error,UNKNOWN (Windows 7),2025-03-23 06:31:07,GET,/email_configuration/audit/get_all,500,UNKNOWN,Windows 7
[23/Mar/2025:06:37:31 +0200],127.0.0.4,OPTIONS /get_all_email_configuration 400 Bad Request,UNKNOWN (Linux Kernel 5.15),2025-03-23 06:37:31,OPTIONS,/get_all_email_configuration,400,UNKNOWN,Linux Kernel 5.15
[23/Mar/2025:06:38:16 -0700],127.0.0.3,PUT /get_email_configuration 404 Not Found,Chrome/22.0 (UNKNOWN),2025-03-23 06:38:16,PUT,/get_email_configuration,404,Chrome/22.0,UNKNOWN
[23/Mar/2025:06:43:18 -0500],127.0.0.3,PUT /update_email_configuration 403 Forbidden,Safari/2.2.4 (Windows XP),2025-03-23 06:43:18,PUT,/update_email_configuration,403,Safari/2.2.4,Windows XP
[23/Mar/2025:06:44:21 -0700],127.0.0.3,PUT /disable_poller 403 Forbidden,Mozilla/52.9 (UNKNOWN),2025-03-23 06:44:21,PUT,/disable_poller,403,Mozilla/52.9,UNKNOWN
[23/Mar/2025:06:50:58 +0530],127.0.0.2,PUT /enable_poller 400 Bad Request,UNKNOWN (Linux Kernel 6.0),2025-03-23 06:50:58,PUT,/enable_poller,400,UNKNOWN,Linux Kernel 6.0
[23/Mar/2025:06:57:13 -0500],127.0.0.3,PUT /email_configuration/audit/get_all 401 Unauthorized,Chrome/22.0 (Mac OS Ventura),2025-03-23 06:57:13,PUT,/email_configuration/audit/get_all,401,Chrome/22.0,Mac OS Ventura
[23/Mar/2025:06:58:14 +0200],127.0.0.4,OPTIONS /create_email_configuration 404 Not Found,Chrome/103.0 (Linux Kernel 5.15),2025-03-23 06:58:14,OPTIONS,/create_email_configuration,404,Chrome/103.0,Linux Kernel 5.15
[23/Mar/2025:07:02:36 -0700],127.0.0.2,OPTIONS /disable_poller 404 Not Found,UNKNOWN (Linux Kernel 6.0),2025-03-23 07:02:36,OPTIONS,/disable_poller,404,UNKNOWN,Linux Kernel 6.0
[23/Mar/2025:07:05:39 +0200],127.0.0.4,POST /disable_poller 202 OK,Chrome/2.1 (Ubuntu 22.04),2025-03-23 07:05:39,POST,/disable_poller,202,Chrome/2.1,Ubuntu 22.04
[23/Mar/2025:07:10:26 +0200],127.0.0.1,OPTIONS /email_configuration/unseen/get 400 Bad Request,Mozilla/5.0 (Mac OS Ventura),2025-03-23 07:10:26,OPTIONS,/email_configuration/unseen/get,400,Mozilla/5.0,Mac OS Ventura
[23/Mar/2025:07:15:46 +0530],127.0.0.3,POST /email_configuration/audit/get_all 200 OK,Mozilla/12.0 (UNKNOWN),2025-03-23 07:15:46,POST,/email_configuration/audit/get_all,200,Mozilla/12.0,UNKNOWN
[23/Mar/2025:07:17:44 +0200],127.0.0.3,PUT /email_configuration/unseen/get 500 Internal Server Error,Mozilla/12.0 (Mac OS Sequoia),2025-03-23 07:17:44,PUT,/email_configuration/unseen/get,500,Mozilla/12.0,Mac OS Sequoia
[23/Mar/2025:07:18:05 +0530],127.0.0.3,GET /email_configuration/test 500 Internal Server Error,Safari/2.2.4 (Windows 7),2025-03-23 07:18:05,GET,/email_configuration/test,500,Safari/2.2.4,Windows 7
[23/Mar/2025:07:18:31 +0000],127.0.0.3,POST /get_all_email_configuration 400 Bad Request,UNKNOWN (Mac OS Sequoia),2025-03-23 07:18:31,POST,/get_all_email_configuration,400,UNKNOWN,Mac OS Sequoia
[23/Mar/2025:07:24:08 -0500],127.0.0.2,OPTIONS /get_email_configuration 403 Forbidden,Safari/2.2.4 (Windows 7),2025-03-23 07:24:08,OPTIONS,/get_email_configuration,403,Safari/2.2.4,Windows 7
[23/Mar/2025:07:24:41 -0500],127.0.0.2,PUT /update_email_configuration 300 Redirect,Safari/2.2.4 (Ubuntu 20.04),2025-03-23 07:24:41,PUT,/update_email_configuration,300,Safari/2.2.4,Ubuntu 20.04
[23/Mar/2025:07:24:55 -0500],127.0.0.2,GET /enable_poller 502 Bad Gateway,UNKNOWN (UNKNOWN),2025-03-23 07:24:55,GET,/enable_poller,502,UNKNOWN,UNKNOWN
[23/Mar/2025:07:25:36 +0000],127.0.0.4,GET /enable_poller 404 Not Found,Safari/2.2.4 (Mac OS Ventura),2025-03-23 07:25:36,GET,/enable_poller,404,Safari/2.2.4,Mac OS Ventura
[23/Mar/2025:07:31:35 +0530],127.0.0.1,POST /enable_poller 202 OK,Chrome/45.3 (Mac OS Ventura),2025-03-23 07:31:35,POST,/enable_poller,202,Chrome/45.3,Mac OS Ventura
[23/Mar/2025:07:35:48 +0530],127.0.0.4,OPTIONS /email_configuration/unseen/get 500 Internal Server Error,UNKNOWN (Ubuntu 20.04),2025-03-23 07:35:48,OPTIONS,/email_configuration/unseen/get,500,UNKNOWN,Ubuntu 20.04
[23/Mar/2025:07:38:44 -0500],127.0.0.3,OPTIONS /enable_poller 400 Bad Request,Mozilla/25.3 (Linux Kernel 6.0),2025-03-23 07:38:44,OPTIONS,/enable_poller,400,Mozilla/25.3,Linux Kernel 6.0
[23/Mar/2025:07:39:59 +0200],127.0.0.2,OPTIONS /enable_poller 200 OK,Chrome/103.0 (Windows XP),2025-03-23 07:39:59,OPTIONS,/enable_poller,200,Chrome/103.0,Windows XP
[23/Mar/2025:07:43:00 +0200],127.0.0.5,OPTIONS /update_email_configuration 400 Bad Request,Chrome/103.0 (Windows 7),2025-03-23 07:43:00,OPTIONS,/update_email_configuration,400,Chrome/103.0,Windows 7
